geneID_sgA,geneID_sgB,geneName_sgA,geneName_sgB,exonCountA,exonCountB,chrom_sgA,chrom_sgB,baseMean,log2FoldChange_S11_Lsom,padj_S11_Lsom,log2FoldChange_S12_Prehatch,padj_S12_Prehatch,Bias_Magnitude_LSom,Bias_Magnitude_Prehatch
ENSCCRG00000030254,ENSCCRG00000028146,TPM1,TPM1,11,11,CAJNDQ010000034.1,CAJNDQ010000038.1,2016.35219249672,0.656426351653504,0.0006545970880521,-0.927143034553466,8.69856289884073e-07,Moderate_SubgA_Dom,Moderate_SubgB_Dom
ENSCCRG00000021467,ENSCCRG00000023416,gclm,gclm,8,7,CAJNDQ010000018.1,CAJNDQ010000024.1,274.21390847611,0.575600955577454,0.085965650678539,-0.917566059475455,0.0035721352630674,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000057527,ENSCCRG00000028745,,,9,9,CAJNDQ010000007.1,CAJNDQ010000001.1,380.197458552561,0.574669545400137,0.001203137784444,-0.643097738496558,0.0024243685510878,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000051285,ENSCCRG00000069839,abhd2a,abhd2a,12,12,CAJNDQ010000007.1,CAJNDQ010000001.1,183.582657601258,0.53027909288301,0.112402154762273,-1.13278030770525,0.0002431806224422,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000042746,ENSCCRG00000042877,pkp3a,pkp3a,13,13,CAJNDQ010000034.1,CAJNDQ010000038.1,664.280631033306,0.382367511364592,0.137512599019077,-0.594824846070424,0.0161333606605789,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000045024,ENSCCRG00000073349,eeig1b,eeig1b,13,13,CAJNDQ010000008.1,CAJNDQ010000016.1,222.821266864004,0.358933504998234,0.212154828641738,-0.79749027648385,0.0027915014603179,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000017820,ENSCCRG00000008284,stx11a,stx11a,3,3,CAJNDQ010000005.1,CAJNDQ010000031.1,440.309317951006,0.314170829276474,0.639357292491645,-1.8205563068934,0.001152858992313,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000028865,ENSCCRG00000052482,slc6a6b,slc6a6b,19,18,CAJNDQ010000044.1,CAJNDQ010000006.1,1096.54807070275,0.241682609408264,0.561515589549183,-0.750021872171017,0.0428497402298663,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000076688,ENSCCRG00000053811,HAPLN1,HAPLN1,5,5,CAJNDQ010000033.1,CAJNDQ010000025.1,617.252017264136,0.230975740693793,0.497923303484305,-1.06984776105777,0.0002278982399707,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000018773,ENSCCRG00000011453,,,17,17,CAJNDQ010000017.1,CAJNDQ010000011.1,428.796597483716,0.199421631385736,0.49599759947796,-0.611549081128091,0.0107870259942632,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000073273,ENSCCRG00000029411,,,9,11,CAJNDQ010000007.1,CAJNDQ010000001.1,661.812536237649,0.129170768724596,0.60285295433967,-0.976202958190067,7.90175162593062e-07,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000042284,ENSCCRG00000047174,ubp1,ubp1,17,16,CAJNDQ010000032.1,CAJNDQ010000013.1,526.219503872503,0.101625929723332,0.568445875411097,-0.733498343475169,5.80180365278483e-07,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000031734,ENSCCRG00000011654,grhl2a,grhl2a,17,18,CAJNDQ010000003.1,CAJNDQ010000048.1,994.533788085008,0.0676928500309111,0.85724316718209,-0.658014234097423,0.0316939145177071,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000021727,ENSCCRG00000009284,pacsin3,pacsin3,12,11,CAJNDQ010000007.1,CAJNDQ010000001.1,1149.21378095541,0.0561255014270235,0.813423590776517,-0.678813289650313,0.0001699328986776,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000061002,ENSCCRG00000055608,zgc:64022,zgc:64022,6,4,CAJNDQ010000032.1,CAJNDQ010000013.1,2276.18738253906,0.0436873742500601,0.940105076650631,-1.67102860434507,0.0001482231015742,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000026672,ENSCCRG00000026864,mgat4b,mgat4b,15,16,CAJNDQ010000021.1,CAJNDQ010000036.1,216.23372414879,0.0296173821490812,0.936710709825962,-0.584300644439902,0.0367850299376121,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000069922,ENSCCRG00000041854,atad1b,atad1b,10,10,CAJNDQ010000045.1,CAJNDQ010000026.1,434.693512679763,0.0294288018370487,0.916988187061676,-0.789200525076843,0.0001267332024632,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000010719,ENSCCRG00000040647,,,40,39,CAJNDQ010000042.1,CAJNDQ010000047.1,834.058842146714,0.0205471102758245,0.958205656733237,-1.78505467030627,1.6178323939902701e-10,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000003134,ENSCCRG00000055953,rabl2,rabl2,9,9,CAJNDQ010000010.1,CAJNDQ010000020.1,212.440822261487,0.0052018245447181,0.990442519357281,-0.625451113137377,0.0420127445587466,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000029521,ENSCCRG00000055213,,,14,23,CAJNDQ010000003.1,CAJNDQ010000048.1,155.7322247572,-0.0030333324879016,0.99534809955871,-0.778412673736881,0.0093114281709321,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000062207,ENSCCRG00000034813,,,14,16,CAJNDQ010000045.1,CAJNDQ010000026.1,614.578398096126,-0.0049890742648655,0.988621807910944,-0.953951371744876,3.26953376191061e-05,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000036615,ENSCCRG00000073944,qsox1,qsox1,12,12,CAJNDQ010000018.1,CAJNDQ010000024.1,2994.52574051165,-0.0139326247272017,0.941142656549284,-1.07419438015732,3.49794979202055e-16,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000017397,ENSCCRG00000016476,STAMBPL1,STAMBPL1,12,12,CAJNDQ010000045.1,CAJNDQ010000026.1,502.014657251514,-0.0150507060091344,0.953052461933793,-0.637788862954654,0.0009105153090577,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000059861,ENSCCRG00000078254,tmem102,tmem102,2,6,CAJNDQ010000007.1,CAJNDQ010000001.1,300.994036029055,-0.0210300177544933,0.943193471376104,-0.817959263338234,3.41706498477327e-05,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000059992,ENSCCRG00000054369,ak3,ak3,5,5,CAJNDQ010000033.1,CAJNDQ010000025.1,2343.79190924281,-0.042260440607279,0.96742076546706,-1.59971013649143,0.0455881338115637,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000042496,ENSCCRG00000079350,gna15.1,gna15.1,8,10,CAJNDQ010000044.1,CAJNDQ010000006.1,216.308670131441,-0.0429660174008115,0.888017063656998,-0.664407411380476,0.0061708902064796,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000081003,ENSCCRG00000058454,ccdc3a,ccdc3a,3,5,CAJNDQ010000037.1,CAJNDQ010000009.1,156.380004931174,-0.0500667745190234,0.948955195348882,-1.2931513769002,0.033909364228438,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000040857,ENSCCRG00000047002,septin2,septin2,14,14,CAJNDQ010000022.1,CAJNDQ010000030.1,4683.40816551526,-0.0603834424129168,0.738759950636259,-0.801266788297525,5.99874976916193e-09,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000018762,ENSCCRG00000018114,entpd1,entpd1,11,11,CAJNDQ010000045.1,CAJNDQ010000026.1,576.40515050913,-0.0704345929266434,0.777659391123029,-0.675840751210796,0.0002569655342092,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000006517,ENSCCRG00000021049,ACACB,ACACB,56,55,CAJNDQ010000008.1,CAJNDQ010000016.1,351.380965830666,-0.0755456441695223,0.868518105844354,-1.90825180091354,5.47337701547684e-09,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000015216,ENSCCRG00000047051,ocrl,ocrl,24,40,CAJNDQ010000021.1,CAJNDQ010000036.1,833.944669448957,-0.076876937919838,0.793664646522169,-0.7756797042469,0.0005788976717161,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000053593,ENSCCRG00000039098,dhrs1,dhrs1,10,16,CAJNDQ010000022.1,CAJNDQ010000030.1,161.675104977359,-0.0850501574984105,0.842323237050625,-1.22943133443999,0.0001626874979903,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000045289,ENSCCRG00000064794,NBEA,NBEA,57,57,CAJNDQ010000040.1,CAJNDQ010000027.1,164.837036281407,-0.0964640711097308,0.846300609423676,-0.919021875296439,0.0133794620718047,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000019082,ENSCCRG00000061103,slc20a1b,slc20a1b,12,12,CAJNDQ010000033.1,CAJNDQ010000025.1,2438.94934807637,-0.10022502893822,0.674977400483939,-0.599884334455783,0.00216817887964,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000054828,ENSCCRG00000082137,,,5,5,CAJNDQ010000008.1,CAJNDQ010000016.1,321.804029496635,-0.101118317587891,0.760451608282906,-0.600665881701663,0.0284752159127034,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000061614,ENSCCRG00000067632,atp1b1a,atp1b1a,6,7,CAJNDQ010000017.1,CAJNDQ010000011.1,3515.74830332521,-0.101178410832558,0.714891639495014,-0.743335043628403,0.0007400090515059,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000039130,ENSCCRG00000043275,,,9,10,CAJNDQ010000033.1,CAJNDQ010000025.1,330.91163565481,-0.109224653635349,0.813349461458138,-1.70532011096326,1.38453912849369e-06,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000029500,ENSCCRG00000010294,ncam1a,ncam1a,20,19,CAJNDQ010000039.1,CAJNDQ010000046.1,671.993108284484,-0.109434249025475,0.847264718173887,-1.02771733531118,0.0234782365086187,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000056386,ENSCCRG00000079943,mat1a,mat1a,10,10,CAJNDQ010000019.1,CAJNDQ010000049.1,314.336272700153,-0.117460377650453,0.740576724492439,-0.926546410582153,0.0004923980423553,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000042147,ENSCCRG00000081203,thop1,thop1,13,21,CAJNDQ010000043.1,CAJNDQ010000014.1,1042.61213315763,-0.129587335524321,0.719791573903273,-0.787132204491835,0.0073303627850419,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000049361,ENSCCRG00000080020,psma3,psma3,12,11,CAJNDQ010000005.1,CAJNDQ010000031.1,1299.96529076138,-0.152004444146325,0.634085929036207,-0.654247085981068,0.015313071104584,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000071702,ENSCCRG00000006329,,,14,14,CAJNDQ010000008.1,CAJNDQ010000016.1,169.672518793369,-0.158073599232673,0.714041715866523,-1.49648012845892,7.6671954750749e-06,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000071289,ENSCCRG00000082484,colec12,colec12,10,17,CAJNDQ010000022.1,CAJNDQ010000030.1,1926.95359024335,-0.158777533236033,0.343195833968878,-0.682557487612802,2.23309926123648e-06,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000006628,ENSCCRG00000017072,znf395a,znf395a,10,10,CAJNDQ010000005.1,CAJNDQ010000031.1,1635.6720679121,-0.162032004538117,0.763571372991163,-1.48185223610251,0.0004953821270645,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000021354,ENSCCRG00000004540,,,19,20,CAJNDQ010000044.1,CAJNDQ010000006.1,1079.26465804909,-0.17110999248889,0.651952252093219,-1.35931676333683,7.04609526194933e-06,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000052510,ENSCCRG00000025212,tenm4,tenm4,32,32,CAJNDQ010000040.1,CAJNDQ010000027.1,860.756563926108,-0.171628668587612,0.482570144775687,-0.628442363141475,0.0032464464465082,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000052934,ENSCCRG00000004387,ldb3a,ldb3a,18,15,CAJNDQ010000019.1,CAJNDQ010000049.1,321.106951058638,-0.174553001089931,0.778920219422794,-1.02723200881421,0.0459180041360742,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000053921,ENSCCRG00000081793,bbip1,bbip1,7,5,CAJNDQ010000044.1,CAJNDQ010000006.1,307.998566940646,-0.179988593660658,0.573722643394664,-0.705875710664111,0.0117493744068262,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000081753,ENSCCRG00000058346,cldnf,cldnf,1,3,CAJNDQ010000040.1,CAJNDQ010000027.1,291.10747470726,-0.186559594074402,0.700721349362982,-1.28417625020245,0.0010295136082614,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000019365,ENSCCRG00000019308,mical2b,mical2b,41,36,CAJNDQ010000034.1,CAJNDQ010000038.1,1345.76576878141,-0.19562497807896,0.457207898638772,-1.35761932179005,3.46763493230116e-12,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000008551,ENSCCRG00000005108,,,5,8,CAJNDQ010000045.1,CAJNDQ010000026.1,334.387869813949,-0.203208278142528,0.421870059558721,-0.667467076660892,0.0028629166089441,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000026794,ENSCCRG00000016194,atp2b4,atp2b4,22,22,CAJNDQ010000043.1,CAJNDQ010000014.1,1508.85176680681,-0.2082501060469,0.352950272200711,-0.586327456789302,0.0035775794995124,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000069974,ENSCCRG00000050292,tob1b,tob1b,3,2,CAJNDQ010000045.1,CAJNDQ010000026.1,722.823610844629,-0.210457849335154,0.558238584750355,-0.838844996490214,0.0066421735993042,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000080201,ENSCCRG00000003207,tpst1,tpst1,7,7,CAJNDQ010000040.1,CAJNDQ010000027.1,625.017665190276,-0.211665511489512,0.28833979310163,-0.881930236620396,2.77544110006896e-07,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000069381,ENSCCRG00000007176,snrpd3l,,4,4,CAJNDQ010000039.1,CAJNDQ010000046.1,3698.31523475718,-0.212445938842852,0.197623657626941,-0.621542441549944,3.33871983177091e-05,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000005705,ENSCCRG00000020044,mapk8b,mapk8b,13,13,CAJNDQ010000045.1,CAJNDQ010000026.1,1326.08790107655,-0.224827513065447,0.275741689297315,-0.851061587003327,2.86387673134886e-06,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000074254,ENSCCRG00000026782,apoa2,apoa2,5,3,CAJNDQ010000003.1,CAJNDQ010000048.1,8687.91323759396,-0.23580906082168,0.375617526681877,-0.727125992952029,0.0020020141828458,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000027869,ENSCCRG00000012330,CBLB,CBLB,19,20,CAJNDQ010000033.1,CAJNDQ010000025.1,654.831101397392,-0.235913492884929,0.420032255280303,-0.58401159615439,0.0276809052235333,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000073729,ENSCCRG00000072851,,,40,41,CAJNDQ010000019.1,CAJNDQ010000049.1,268.307548097071,-0.236132327412212,0.335588336846162,-0.853434456511847,8.59236412909403e-05,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000077944,ENSCCRG00000073303,stom,stom,8,9,CAJNDQ010000039.1,CAJNDQ010000046.1,816.349827172077,-0.236462465615354,0.381535056934557,-0.867522568629907,0.000446996831316,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000021297,ENSCCRG00000039081,,,42,44,CAJNDQ010000033.1,CAJNDQ010000025.1,505.160745128722,-0.237453315482439,0.433235379457572,-0.785723721860662,0.0029945576113256,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000016308,ENSCCRG00000040763,ifngr1,ifngr1,7,7,CAJNDQ010000023.1,CAJNDQ010000028.1,219.557624416392,-0.239777462020238,0.424589081315784,-1.19293025079622,2.55835627933133e-06,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000050032,ENSCCRG00000001386,nt5dc2,nt5dc2,15,15,CAJNDQ010000018.1,CAJNDQ010000024.1,4902.86866919419,-0.241934627426153,0.0456531768619679,-0.621429938908819,8.57883832297244e-08,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000062668,ENSCCRG00000049874,supt4h1,supt4h1,5,5,CAJNDQ010000008.1,CAJNDQ010000016.1,1218.66851879562,-0.24396873011809,0.411849897573814,-0.697159643811758,0.0092276262384169,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000019302,ENSCCRG00000051973,tipin,tipin,9,8,CAJNDQ010000007.1,CAJNDQ010000001.1,1116.19259430834,-0.244098031407906,0.305485311451067,-0.919127194963428,1.62318934467214e-05,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000002937,ENSCCRG00000021714,bcas3,bcas3,26,25,CAJNDQ010000040.1,CAJNDQ010000027.1,981.331440692183,-0.244978337263186,0.15360231927655,-0.837182853215536,1.01301369069204e-07,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000003303,ENSCCRG00000018309,ATP13A3,ATP13A3,45,35,CAJNDQ010000043.1,CAJNDQ010000014.1,271.694578787714,-0.247974142971523,0.488789729577188,-1.20696097498128,5.15717597943338e-05,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000020087,ENSCCRG00000027219,acad9,acad9,19,18,CAJNDQ010000043.1,CAJNDQ010000014.1,551.315877623142,-0.249957844969303,0.227430739114018,-0.875450670945533,1.40362428245971e-06,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000060478,ENSCCRG00000067633,odc1,odc1,11,11,CAJNDQ010000005.1,CAJNDQ010000031.1,16500.7707486748,-0.257123969499113,0.0600630079642146,-1.06365186719063,6.25960708340709e-18,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000071819,ENSCCRG00000082130,,,3,3,CAJNDQ010000008.1,CAJNDQ010000016.1,395.661568560678,-0.25993319340548,0.428429566999505,-0.996399602920857,0.0005901092008783,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000013634,ENSCCRG00000032638,gigyf2,gigyf2,29,32,CAJNDQ010000022.1,CAJNDQ010000030.1,1176.72482640447,-0.260711227572664,0.0215565949850331,-0.597480648432296,1.36910618441705e-08,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000080821,ENSCCRG00000018539,,,13,13,CAJNDQ010000019.1,CAJNDQ010000049.1,183.069109998446,-0.262997887067119,0.149333253710354,-0.766101225061683,4.41696487547754e-06,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000081232,ENSCCRG00000047280,rbm14b,rbm14b,4,5,CAJNDQ010000007.1,CAJNDQ010000001.1,884.461066473777,-0.269471462763105,0.183687407309581,-0.623448912542646,0.0010777048855419,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000021472,ENSCCRG00000015038,cxcl12a,cxcl12a,4,5,CAJNDQ010000019.1,CAJNDQ010000049.1,372.918972361412,-0.286563578089935,0.617161340930791,-1.06447098490695,0.031815097352086,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000048901,ENSCCRG00000014570,sgk3,sgk3,17,16,CAJNDQ010000015.1,CAJNDQ010000041.1,170.6654239878,-0.289990122342861,0.212567119020316,-1.03022540760648,1.83598475233543e-07,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000053434,ENSCCRG00000017807,psmc1b,psmc1b,11,12,CAJNDQ010000029.1,CAJNDQ010000035.1,646.965670118007,-0.292941552233869,0.31053717190549,-0.583978697588606,0.0302342944662728,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000033884,ENSCCRG00000033998,fryl,fryl,62,65,CAJNDQ010000029.1,CAJNDQ010000035.1,972.196858334145,-0.295150476820223,0.265527848835699,-0.686928813477882,0.0045469565331374,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000075350,ENSCCRG00000073412,,,8,11,CAJNDQ010000045.1,CAJNDQ010000026.1,181.014110151776,-0.303782140933233,0.263541313127965,-1.04305160531792,1.53879219980299e-05,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000046493,ENSCCRG00000038938,rev1,rev1,23,24,CAJNDQ010000042.1,CAJNDQ010000047.1,441.064069709345,-0.311396279662713,0.194870363296027,-0.682559420374022,0.0020960537452972,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000042409,ENSCCRG00000042904,fxr1,fxr1,18,18,CAJNDQ010000044.1,CAJNDQ010000006.1,936.070065197729,-0.322161488985703,0.3095980522447,-0.65238711817399,0.0274296907207388,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000005383,ENSCCRG00000013396,eml1,eml1,22,22,CAJNDQ010000005.1,CAJNDQ010000031.1,192.121748428905,-0.325579625556894,0.341893117499361,-0.663714122602213,0.0395748661926253,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000081040,ENSCCRG00000082560,myo1eb,myo1eb,27,27,CAJNDQ010000003.1,CAJNDQ010000048.1,1028.79419416273,-0.333153766269691,0.167599021632342,-0.957242706440467,1.3811904712426e-05,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000063127,ENSCCRG00000076559,cldn8.2,cldn8.2,2,3,CAJNDQ010000040.1,CAJNDQ010000027.1,284.517954720369,-0.333594662877731,0.200653938000291,-0.925747884630697,0.0001271616937817,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000032476,ENSCCRG00000032654,ccnh,ccnh,11,10,CAJNDQ010000008.1,CAJNDQ010000016.1,846.12365480266,-0.33475638282667,0.329459793869136,-0.69323447937012,0.0342267048518609,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000024279,ENSCCRG00000070329,xiap,xiap,7,8,CAJNDQ010000021.1,CAJNDQ010000036.1,2696.5279726976,-0.336419127779951,0.176043065215595,-1.44953393215798,5.627325943604949e-11,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000073658,ENSCCRG00000067295,srsf6b,srsf6b,5,6,CAJNDQ010000043.1,CAJNDQ010000014.1,1447.50056670347,-0.338615779239807,0.0479311977265484,-0.632248300845796,0.0001150878621363,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000047166,ENSCCRG00000044566,,,9,9,CAJNDQ010000005.1,CAJNDQ010000031.1,330.111896899343,-0.339296390375623,0.138106719215094,-1.7403517097569,9.100090682089759e-18,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000058401,ENSCCRG00000073095,PITPNC1,PITPNC1,9,10,CAJNDQ010000004.1,CAJNDQ010000002.1,347.932915929321,-0.341732303940962,0.166686258085479,-0.793274144041619,0.0004989182843314,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000057436,ENSCCRG00000072504,,,6,7,CAJNDQ010000019.1,CAJNDQ010000049.1,244.891482612807,-0.3426724172926,0.171308436615541,-0.764778489512957,0.0004942057249769,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000077593,ENSCCRG00000061483,sertad3,sertad3,4,1,CAJNDQ010000010.1,CAJNDQ010000020.1,490.784301698179,-0.346124704455037,0.291059919041017,-0.780204484525902,0.0132842713510029,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000050899,ENSCCRG00000044959,,,17,17,CAJNDQ010000005.1,CAJNDQ010000031.1,428.145405606808,-0.346663688378046,0.0795453934541625,-1.41916907210689,4.8897115613346e-14,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000012433,ENSCCRG00000036537,atg3,atg3,13,13,CAJNDQ010000017.1,CAJNDQ010000011.1,508.659701066894,-0.348043703103125,0.24371103621961,-0.723291951088764,0.0098013550982498,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000016484,ENSCCRG00000016700,exoc5,exoc5,19,19,CAJNDQ010000005.1,CAJNDQ010000031.1,1238.91511135892,-0.352517882261378,0.0677386303421364,-0.861473129852958,1.61054053325323e-06,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000068125,ENSCCRG00000018214,mcu,mcu,10,11,CAJNDQ010000019.1,CAJNDQ010000049.1,1036.88699888894,-0.353538640384404,0.297110116930514,-0.751476477744243,0.0165121078036032,No_Significant_Bias,Moderate_SubgB_Dom
ENSCCRG00000000370,ENSCCRG00000001245,uba2,uba2,18,18,CAJNDQ010000034.1,CAJNDQ010000038.1,1623.77926589942,-0.353957147811808,0.252419990421985,-0.807817338813208,0.0046015548556244,No_Significant_Bias,Moderate_SubgB_Dom
