geneID_sgA,geneID_sgB,geneName_sgA,geneName_sgB,exonCountA,exonCountB,chrom_sgA,chrom_sgB,baseMean,log2FoldChange_S11_Lsom,padj_S11_Lsom,log2FoldChange_S12_Prehatch,padj_S12_Prehatch,Bias_Magnitude_LSom,Bias_Magnitude_Prehatch
ENSCCRG00000021150,ENSCCRG00000050338,,,15,16,CAJNDQ010000023.1,CAJNDQ010000028.1,614.290125300845,-0.63427235636448,0.0055944148481704,-0.968441728734472,1.22238843047934e-05,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000009301,ENSCCRG00000070658,zgc:112052,zgc:112052,3,4,CAJNDQ010000010.1,CAJNDQ010000020.1,193.380860119703,-0.63503408669369,0.0062782426625151,-0.624006780127963,0.0074130978757862,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000033724,ENSCCRG00000018300,,,9,10,CAJNDQ010000043.1,CAJNDQ010000014.1,421.162078245751,-0.635084899915244,0.0111296065018477,-0.469684259602899,0.0793838860871738,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000079408,ENSCCRG00000040245,ctdp1,ctdp1,15,15,CAJNDQ010000032.1,CAJNDQ010000013.1,1705.72087546952,-0.635118093583097,9.18028133982376e-07,-0.406938126271632,0.0030704657424463,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000073192,ENSCCRG00000076979,,,28,19,CAJNDQ010000010.1,CAJNDQ010000020.1,348.329652849159,-0.636014866711998,0.016233437553221,-1.17298637460884,2.32585085816676e-06,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000040699,ENSCCRG00000082900,atp2b3a,atp2b3a,29,27,CAJNDQ010000018.1,CAJNDQ010000024.1,305.437616834634,-0.637685349937227,0.0051050449521409,-0.0679711369414736,0.829837597735485,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000033207,ENSCCRG00000025202,zfyve19,zfyve19,12,16,CAJNDQ010000005.1,CAJNDQ010000031.1,216.996094207988,-0.638720548623894,0.0291612883439411,-0.919432716452672,0.0014912979191906,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000000288,ENSCCRG00000036696,ccdc102a,ccdc102a,9,10,CAJNDQ010000007.1,CAJNDQ010000001.1,649.901721649512,-0.638884520545276,0.0003428673720385,-0.623299853046859,0.0004946474909923,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000071331,ENSCCRG00000076188,zgc:56493,zgc:56493,5,5,CAJNDQ010000023.1,CAJNDQ010000028.1,1641.6171392674,-0.63982863153413,0.0154510489992758,-0.392008580515776,0.181240571801622,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000067847,ENSCCRG00000054832,fnbp4,fnbp4,18,19,CAJNDQ010000034.1,CAJNDQ010000038.1,2221.59251136018,-0.639830650808701,0.0008759767102403,-0.193362536300642,0.414954783861301,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000054338,ENSCCRG00000001606,reep5,reep5,4,5,CAJNDQ010000033.1,CAJNDQ010000025.1,361.971906861535,-0.641106168875027,0.0399569141417226,-1.6187440474929,1.86018358986591e-08,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000027598,ENSCCRG00000030872,cbx1b,cbx1b,9,6,CAJNDQ010000045.1,CAJNDQ010000026.1,340.901359307262,-0.641973261623486,0.0009362124278384,-1.12525382397154,2.5382460136602e-09,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000057551,ENSCCRG00000031098,tmem147,tmem147,9,8,CAJNDQ010000003.1,CAJNDQ010000048.1,235.030368975661,-0.642511761700825,0.0090361118585936,-0.544208410435152,0.0324336346865532,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000074568,ENSCCRG00000076586,,,1,3,CAJNDQ010000032.1,CAJNDQ010000013.1,7310.62945044052,-0.642816807328283,1.38094967558593e-05,-0.725428930202761,9.28131730976391e-07,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000055539,ENSCCRG00000007313,tor1,tor1,6,6,CAJNDQ010000039.1,CAJNDQ010000046.1,1221.31494980514,-0.643126901790734,0.0002303497268875,-1.12031601262551,9.17638077063915e-11,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000049058,ENSCCRG00000074452,chmp6b,chmp6b,9,8,CAJNDQ010000045.1,CAJNDQ010000026.1,458.039650794633,-0.645926001506123,0.0125233233126737,-0.216461716361308,0.502221265846228,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000079857,ENSCCRG00000080182,,,6,7,CAJNDQ010000003.1,CAJNDQ010000048.1,878.954220695837,-0.645938001065609,5.71513703793559e-05,-0.321431475903946,0.0651321098953177,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000016663,ENSCCRG00000013433,irx1b,irx1b,4,4,CAJNDQ010000032.1,CAJNDQ010000013.1,304.569568709378,-0.646154083613211,0.005676683845636,-0.21479381266725,0.480904014150047,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000013286,ENSCCRG00000019378,gab1,gab1,13,12,CAJNDQ010000023.1,CAJNDQ010000028.1,1099.79314787767,-0.646734043251539,0.0002200732855092,-0.191285342895319,0.384217999606118,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000017175,ENSCCRG00000010274,,xylt2,12,12,CAJNDQ010000004.1,CAJNDQ010000002.1,728.318350463402,-0.647997029454887,0.0052613751306128,0.120662236579293,0.703309338101317,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000000489,ENSCCRG00000051876,TNRC6A,TNRC6A,26,24,CAJNDQ010000004.1,CAJNDQ010000002.1,4329.44925245666,-0.649158942911321,0.0008380639116429,-0.878164743519899,4.31152686307926e-06,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000009113,ENSCCRG00000015175,,,45,36,CAJNDQ010000023.1,CAJNDQ010000028.1,369.002032850831,-0.649753905561271,0.0163195394629844,-0.623357469103801,0.0228799361241654,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000081740,ENSCCRG00000026018,uqcrfs1,uqcrfs1,3,3,CAJNDQ010000007.1,CAJNDQ010000001.1,1556.17008313032,-0.650327144956429,0.0003808768048454,-0.239581082656729,0.263720517125789,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000019751,ENSCCRG00000025338,trappc12,trappc12,13,14,CAJNDQ010000005.1,CAJNDQ010000031.1,421.184851281939,-0.650341760634776,0.0006913171903223,-0.176001806090739,0.462114266961764,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000059718,ENSCCRG00000062411,ENC1,ENC1,5,5,CAJNDQ010000008.1,CAJNDQ010000016.1,256.038744553918,-0.650475415342378,0.0068525374203222,0.184379980692632,0.560246884486138,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000021748,ENSCCRG00000020434,slc39a6,slc39a6,12,12,CAJNDQ010000022.1,CAJNDQ010000030.1,449.823236316923,-0.65106856062188,0.0043474675068157,-0.386084053842871,0.130211725415,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000005441,ENSCCRG00000063101,ext1b,ext1b,12,11,CAJNDQ010000032.1,CAJNDQ010000013.1,1521.4569956205,-0.65289965913566,0.0017112176116832,-0.455979409327033,0.0400521681943218,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000043041,ENSCCRG00000076887,elf1,elf1,11,10,CAJNDQ010000021.1,CAJNDQ010000036.1,323.936251927971,-0.653544636595427,0.0133536620449327,-0.352844850731098,0.236960468887971,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000063584,ENSCCRG00000013881,gnl2,gnl2,16,16,CAJNDQ010000003.1,CAJNDQ010000048.1,1278.80194630897,-0.654929395060531,0.0005509449941673,-0.983200621064757,1.13979696278776e-07,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000057865,ENSCCRG00000075703,st8sia2,st8sia2,7,7,CAJNDQ010000010.1,CAJNDQ010000020.1,193.935446518116,-0.655161739177594,0.0219596084794089,-0.882529910179656,0.0018098432164254,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000036091,ENSCCRG00000061465,mib1,mib1,23,22,CAJNDQ010000022.1,CAJNDQ010000030.1,1067.9348685462,-0.655435077377723,0.0033975897705126,-0.606142857269856,0.0083277623449646,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000053239,ENSCCRG00000034966,dctn4,dctn4,14,14,CAJNDQ010000021.1,CAJNDQ010000036.1,575.471153325017,-0.655893845369246,0.0004197982373846,-0.577688373598764,0.0023742915519215,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000044354,ENSCCRG00000000623,,,29,27,CAJNDQ010000022.1,CAJNDQ010000030.1,592.332118488853,-0.65685259001946,0.0042264699091531,-0.0331460913043049,0.925769708543985,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000008794,ENSCCRG00000046774,ssrp1a,ssrp1a,19,19,CAJNDQ010000021.1,CAJNDQ010000036.1,3724.98816195488,-0.656910961561803,8.835122251114941e-09,-1.13304691046053,6.5073177478775305e-24,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000002120,ENSCCRG00000018076,,,16,18,CAJNDQ010000032.1,CAJNDQ010000013.1,15931.3868648064,-0.657107611745822,6.37038674437542e-06,-0.181726244967889,0.307352543714384,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000038416,ENSCCRG00000073904,EFL1,EFL1,20,20,CAJNDQ010000007.1,CAJNDQ010000001.1,407.468733405856,-0.657205386441798,0.0083722393332136,-0.79584777233569,0.0014193063244031,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000042700,ENSCCRG00000050537,ap2b1,ap2b1,24,23,CAJNDQ010000008.1,CAJNDQ010000016.1,1572.76923146466,-0.657934029067996,4.48801763238419e-06,-0.945291831995292,1.85215180492339e-11,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000065677,ENSCCRG00000058678,ddx39aa,ddx39aa,11,10,CAJNDQ010000023.1,CAJNDQ010000028.1,9677.20053474818,-0.659028018066106,7.86464825898148e-05,-0.434529037174862,0.0142699396224732,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000076625,ENSCCRG00000072391,poc1b,poc1b,14,13,CAJNDQ010000034.1,CAJNDQ010000038.1,419.391383401833,-0.660851158842556,0.0278714134208322,-1.1253595564266,0.0001875511057924,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000046384,ENSCCRG00000038220,grinaa,grinaa,8,6,CAJNDQ010000032.1,CAJNDQ010000013.1,543.534217951911,-0.661278284292964,0.0049673214160167,-0.813834794607721,0.0005686297803593,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000058133,ENSCCRG00000010698,sltm,sltm,23,21,CAJNDQ010000007.1,CAJNDQ010000001.1,2914.65361589674,-0.661286485144675,8.4902546927218e-09,-0.664481341520122,9.077486827535262e-09,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000019056,ENSCCRG00000074871,,,9,10,CAJNDQ010000033.1,CAJNDQ010000025.1,511.996895325425,-0.661707733451276,0.0013197041239157,-0.265452054483867,0.262515086607838,Moderate_SubgB_Dom,No_Significant_Bias
ENSCCRG00000073975,ENSCCRG00000025713,,eif1b,3,5,CAJNDQ010000015.1,CAJNDQ010000041.1,7181.82188682326,-0.661764307477346,0.0002668959013107,-0.8114034293475,6.15969981734551e-06,Moderate_SubgB_Dom,Moderate_SubgB_Dom
ENSCCRG00000020109,ENSCCRG00000034003,lztr1,lztr1,23,22,CAJNDQ010000008.1,CAJNDQ010000016.1,517.544726661085,-0.662588846376783,8.28394469802692e-05,-0.347248376029721,0.0566181333090095,Moderate_SubgB_Dom,No_Significant_Bias
